RECORDKEY,STT_CONT,CALL_L_CLASS_NAME,CALL_M_CLASS_NAME,CALL_L_CLASS_CD,CALL_M_CLASS_CD,CALL_START_TIME,CALL_END_TIME
1.81E+17," 디큐 인터넷 면세점 전정희입니다
무엇을 도와드릴까요
제가 오늘 출국 예정인데 그 비행기를 잘못 입력한 거 같애서 아 혹시 바꿀 수 있을까
네네네네
해서요
아 네
고객님 제가 주문건 좀 확인해 봐야 될 것 같은데요
네
네
사용하신 아이디 혹은 여권 번호 말씀해주시겠습니까
엠 ** 육* *구 *요
네 네
잠시만 기다려 주시겠습니까
기다려주셔서 감사합니다
고객님 본인 확인 위해* 성함* 생년월일 말씀*주*겠습니까
*해* *구*
네
*불* *십* 오* 일*이요
네네
소중한 정보 확인 감사합니다
주문건 다섯 건데 인도장에 도착이 되는데요
네
네
고객님 티지 육 오칠 편명으로 지금 등록이 돼 있는데 네
네 네
실제 이용하시는 항공사가 어떻게 되세요
티지 육오요
아 네
그러시면 고객님 같은 항공사네
편명만 조금 달라지신 거잖아요
네 네 네
는 고객님 인도 받으시는 큰 문제는 없으시구요
아 그래요
지금 현재 상품이 전부 가일 터미널 서편인 도장에 도착이 돼 있습니다
네
네
서편인 도장 씨인 도장으로 방문하시면 인도 가능하세요
네
알겠습니다
감사합니다
즐거운 여행 되세요
네
네
",출국정보 및 인도관련,출국정보 오입력(여권번호/편명/날짜),4,405,2018-12-01 18:49,2018-12-01 18:51
1.81E+17," 디큐 인터넷 면세점 김재선입니다
무엇을 도와드릴까요
네
출국 정보를 잘못해서 넘기지 삭제가 안되나요
아 등록하신 건 출국 주문은 안하시고 등록만 하신 거세요
네 네
그러시면 고객님 마이 디큐 들어가시면 출국 정보 삭제 가능하세요
네
삭제 그 어플 선택이 안 돼요
아 선택이 안 되신다 선택이 안 되신다구요
퇴근하고 네
선택이 되시는데 원래는 네
실비 취소한 걸로 수령을 못했 두 개가 줄 건데
저희 쪽에서는 원래는 고객님 거는 삭제가 안되시거든요
고객님이 직접 하실
같은 날짜로 지금 공항 이거 따로 뭐 주문을 해야 된다고요
그러세요
예
저희가 안 되고 고객님 마이 디큐 들어가셨잖아요
네
그러시면 마이 디큐 들어가셔서 출국일 등록에 들어가세요
고객님 그러시면 거기에 고객님이 출국일 등록한 게 다 나오시거든요
네
읽
그러시면 거기에서 그칠 그 삭제하실 거 박스를 체크하셔서 취소를 하셔야 되세요
어
고객님
보는 거죠
네 네
아
저희가는 안되시고 고객님이 하신 거라고객님 직접 하셔야 되시거든요
마이 디큐 들어가서 출국일 등록으로 들어가라고요
네 네
마이 디큐 보시면 출국일 등록이 있으시잖아요
예
거기 들어가세요
음
그러시면 고객님이 출국일 등록한 게 다 나오세요
리스트가
박스가 선택이 안 되세요
선택이 안 되신다고 선택이 되시는데 잠시
선택을 누르면 선불카드는 선택 박스 안에 클릭이 안 돼요
어 클릭이 아예
안 되신다는 거세요
네
인도하고 있는데 안 돼요
음 혹시 피씨하고 아이폰 휴대폰 중에 어떤 걸로 아세요
휴대폰이세요
휴대폰에서도 가능은 하신 대로 메모 그 출국일 내역 그 앞에 네모 박스 있잖아요
제가 체크가 아예
안 된다는 거세요
네
눌렀는데도 안 되면은 네
어 그러시면 혹시 이게 저희 쪽에서는 제가 삭제가 안 되세요
고객님 죄송한데 혹시 피씨로는 이용이 어려우신가요
그러면 돼요
예
피씨에서도 뭐 동일하게 들어가시면 제가 지금 피씨로 들어가 있거든요
고객님 저희 등록한 정보가 다 나오면 거기서 아 페이지 네모 박스 체크를 하시고 선택 바로 밑에 삭제를 눌르면 예
가능하세요
고객님
네
은 안 되나요
네 네
아니요
휴대폰 분류는 되시는데 혹시 휴대폰이 지금 잠깐 네
지금 아
오류가 있는 건 아니신 거죠
넣어 주던데 오늘도 안 돼요
아 그러세요
일단 네
같은 날짜로 정확하진 않더라구요
날짜는 상관 없으세요
같은 날짜요
도 이거는 내가 등록한 거 중에 필요가 없는 거 삭제하는 거라 삭제는 다 가능하시거든요
아니면 클릭이 안 돼요
뭐 따로 받을려던 건 선택 이런 걸 눌러네 네
어 그러십니까
눌러주는데 걔만 안 되세요
음 그러시면 번거로우시면 죄송한데 피씨로 들어가셔서 한번 이용 부탁 드리겠습니다
고객님
아 영상 번호를 알이 가능한가요
예 예
이거는 저희가 따로 어떻게 해드릴 수 있는 건 아니세요
고객님 정보를 고객님께서 하셔야 되시는 거라서
신청하든
아하 그러시게요
제가 해드리면 좋을 텐데
음음음
지금 이제 제가 지금 들어갔더니 예
모바일에서는 이게 안 되나 봐요
아
제가 저도 들어가니까
이게 잠시만요
선 캐시 삭제를 가 아예
안 되네요
모바일은 예
원래 안 돼요
제가 지금 들어갔더니 제가 지금 피씨 좀 많이 썼거든요
그래서 지금 제 걸로 들어가서 제가 삭제하고 들어갔더니 이게 저희가 얼마 전에 이게 프로그램이 바꼈거든요
아
아
네
모바일에서는 안되고 피씨에서만 되시는 것 같애서 그쪽에서 이용해 주셔야 되세요
고객님
음음음음
네
감사합니다
행복한 하루 되십시오
",출국정보 및 인도관련,출국정보 오입력(여권번호/편명/날짜),4,405,2018-12-01 10:41,2018-12-01 10:45
1.81E+17," 디큐 면세점 이은정입니다
예
좀 전에 맥 코너에서 립스틱을 했는데요
네
편명 고수익이씨 요게 앞에 플라이 티지 육오거든요
네
저희가 출발하는 게 끔 에어포트 이십구 인천 서편이라고 써 있으면 이십구번 게이트 있는데 가서 찾으면 되는 건가요
네
서편인 도장 지정 받으셨단 말씀이세요
고객님
여기에 이제 교환권에 인천 샀으니까
예
에어포트 이십구일 편 서편이라고 써 있거든요
아 그러세요
그러시면서 편인 도장예
예
그 날짜 비네
날짜 밑에 십
서편인 도장 지장 받으셨으면 뇨 고객님 이십구번 게이트 그 출국 심사를 통과하시구요
이월 구일 일
이십구번 게이트 맞은편 에스칼레이터 다시고 저희 같이 올라가셔서 수령해 주시면 되세요
이요
예
그 비행기 번호 옆에 있는 게 게이트 그거죠
차단에 어포트 이십구 인천 서편이 없을 수 있는 게 맞는 거죠
어떤 이 옆에 서 있다고요
고객님 플라이 넘버요
플라이 넘버 있
저희가 지금 영 수정이가 영수증 발급 저가 아니라 소스 운영 아니 쪽이 아니라서요
혹시 고객님 죄송으
었는데 거기서도 가르켜 주지도 않고 그냥 바쁘다고 하고 전화도 안 받았거든요
그러세요
고객님 근데 사그럼 여권번호 확인해주시겠어요
여권 번호로 조회해 드릴께요
네
엠 영영
엠네
엠 영영이 공구 이번이시구요
삼팔이 공구이예
예
고객님 성함 말씀해주시겠어요
확*이*요
아예
확인 감사합니다
고객 서편인 도장 맞구요
그 이십구번 게이트 건너편인 에스컬레이터 타고 사층 올라가시면 되세요
네
네
예
예
감사합니다
",출국정보 및 인도관련,상품인도/인도장문의,4,409,2018-12-01 18:49,2018-12-01 18:51
1.81E+17," 디큐 면세점 신윤경입니다
아예
저 저 아 제가 예전에 주소 변경을 하고 있는데요
네 네
예
거기에 올바르게 제 변경에 네
자리 한번 확인 한번 하고자 연락 드렸거든요
혹시 실례지만 여권 번호와 성함 확인 부탁 드리겠습니다
네
엠 ** 팔*
네
엠 ** 사* *일 ****시*요
삼일 삼 공이요
하네
네 네
아 안 돼요
잠시만 기다려 주시겠십육일 언제로 변경하셨나요
십이월 십일일이요
네
확인하겠습니다
잠시만 기다려 주시겠습니까
네
출국일을 주셔서 감사합니다
매장 건한 건 확인되시구요
십이월 십일이 공칠 시 오십오 분티 더블유이 팔이 탑승동에서 인도 받으시는 거는 변경 처리되었습니다
네 네
아예
맞아요
맞아요
네네네네
아 네
감사합니다
감사합니다
좋은 하루 되십시오
네
",출국정보 및 인도관련,상품인도/인도장문의,4,409,2018-12-01 18:51,2018-12-01 18:52
1.81E+17," 디큐 인터넷 면세점 치시입니다
무엇을 도와드릴까요
네
안녕하세요
네
안녕하세요
그 물건 그 출국 정보를 했는데 물건이 반입됐다가 된 거라 이게 이번에 가져갈 수 있는지 일 프로 고객이구요
저기 여권 번호 알려드릴께요
어우네
지사 삼칠팔이 일 사 칠네네
님 사삼칠팔이요
네
그리고
일 팔 칠 이름은 큐유에이엔네
잠시만요
네
성함 말씀 부탁 드릴께요
네 네
큐*에*엔 엑스 *이**이*요
네
네
아 네
어떤 거문의 주시는 거세요
네
주문 번호 알려드릴께요
드려도 될까요
음아 뒤에 네
자리만 우선 불러주시겠어요
네
공오공육네
공오공육이요
공오공육
음
시슬리 꺼 제품 하나 맞으시죠
아니요
이거는 에스케이투
주문번호 말씀해 주신 거 아니실 교환권 번호세요
아니 주문 번호는 끝번호가 이게 이 구공육인데
주문번호 끝번호 공공육으로 되는 거 시슬리 코스메틱이라고 되어 있거든요
2시 바꼈어요
아니 저희가 이게 그럼 십이월 삼일 출국해서 에스케이투 하나 바뀐 게 있어요
전체 불러봐 드릴께요
네
네
일 팔일 육이 구이 팔이 공오공 육 이거를 가져갈 수 있을까요
네 네
네
잠시만요
네
브랜드가 에스케이투라구요
네 네 네
음 잠시만요
네
십이월 삼일 날 출국하시는 거 맞으신가요
네네 네 네 네 네 네
오전 아홉시구요
진행 상태가 출국 정보 변경으로 되어 있잖아요
네
육 가져갈 수 있는 건지 모르겠네요
잠시만
이거 출국일 십이월 삼일 날 출국하시면은 그때로 그때 받으실 수 있는 거 아니신가요
지금 그때로 변경이
아 이게 이게 물건이 한번 반입되면은 그 상품 적립금에서 출국 정보 변경 중에서 제가 됐는데 걱정되거든요
십이월 삼일 날 출국하시는 건 맞으신 거죠
네
맞아요
그때로 맞춰서 변경된 거 아닌가요
고객님 변경 요청해주시면 그러면 그 때 인도 받으시는 거세요
네
맞아요
네
인도 받을 수 있어요
고객님께서 십이월 삼일로 변경해 주셨던 출국 정보 십이월 삼일로 되어 있잖아요
네
반입됐다가 된 거를 상품 준비가 안 되고에서 출국 정보 변경된 거죠
지금 물류센터에서 바로 나가는 거라서 네
물류센터에서 보관하네 네
아 네 네
팔사요
네
알겠습니다
감사합니다
네
그 올리실
",출국정보 및 인도관련,상품인도/인도장문의,4,409,2018-12-01 10:49,2018-12-01 10:52
1.81E+17," 디큐 면세점 최고은입니다
아 네
문의 좀 드릴게요
네
그 면세점아 온라인에서 항공편 편 명을 등록을 하는데요
네 네
제가 방금 예약한 편 명을 등록하니깐 정확한 항공사 코드와 편명을 입력하라고 되어 있는데요
혹시 어떻게 해야 되죠
우선 저희 인터넷 면세점으로 문의를 주셔서요
혹시 이 부분일 오늘 오류 메시지가 나오는데 대체 편명을 알 수가 있는지 이 부분 한번 확인해 주셔야 될 것 같습니다
아 제가 따로 뭐 항공사요
아니요
저희 인터넷 면세점으로 요청해 주셔야 되구요
지금 저희 오프라인 쪽으로 연결이 되셔서 네 네
아니요
그래서 저희는 안내가 불가거든요
번거로우시겠지만 다시 한번 연락 부탁 드리겠습니다
아 전화가 혹시 돌아가지는 않으세요
네 네
저희가 돌리는 서비스가 없기 때문에 다시 한번 연락을 주셔야 되세요
음 아 네
감사합니다
좋은 하루 되십시오
",출국정보 및 인도관련,편명문의,4,410,2018-12-01 18:36,2018-12-01 18:37
1.81E+17," 디큐 인터넷 면세점님 안녕입니다
무엇을 도와드릴까요
네
구입을 하면서 편명을 등록하려고 하는데요
네
고객님
일공이 잘못됐다고 해서요
네
출국일정과 편명 말씀해 주시겠습니까
네
삼월일 일에 오전 여섯시 오십 오십오네
아마 네
오전 열시이십니까
고객님어 죄송하지만 그 인터넷 면세점을 6시 출국일 육십 일 전부터 구매가 가능하셔서네요
지금 출국일정이 등록이 안 되실 거에요
네요
아 그래서 안 되는 거세요
네
그러면 삼월일 일 출국이면 언제 가능이요
육십 일이십니까요
아
이름은 일 팔일 일 일월 이십일 정도 지난 일월 일일 정도 지나면
그냥 대략 한 2개월 전에 하면 되는 거에요
네네
이게요
조금 예
육십일까
육십 일 전부터 구매가 가능하신 부분입니다
아 네 네
아 그렇군요
오프라인은 언제번이요
오프라인이 오프라인 지금 음 잠시만 기다려 주시겠습니까
네
동일합니다
아이디 육십 이원이요
네네네네
아 근데 혹시요
그 편 명이 재부팅 후거든요
네
이게 아이미 등록이 안 되는 거 아닌가요
혹시 육십일 이전이 아니라서 그런 게 아니고 편명이 잘못됐다고 뜨는데 이거 혹시 확인 가능하세요
네
고객님 잠시만 기다려 주시겠습니까
제가 그러면 따른 일자로 해서 편명 한번 확인해 보도록 하겠습니다
네
아 여보세요
네
고객님
오래 걸리시면 제가 나중에 네
다시 해볼게요
아 국민어예
지금 저희도 편 명이 정확하게 고객님 혹시 고객님 편명 말씀해 주시겠습니까
아제트이요
네
케이 케이이 숫자 말씀해주시겠습니까
삼칠이요
삼칠 편이십니까
네
아 네
영삼칠로 입력해 주시면 되실 것 같습니다
네 네
아영 삼칠이요
아 네
고맙습니다
근데 만약에 안되는 이유는 그럼 육십일 이전이 아니라서 그런 건 아니에요
네 네
네 네
출국일이 육십일 이전 육십일 이내에 가능하십니다
구매가 가능하세요
네 네
네 네
고맙습니다
감사합니다
즐거운 하루 되세요
네
",출국정보 및 인도관련,편명문의,4,410,2018-12-01 18:38,2018-12-01 18:43
1.81E+17," 디큐 면세점 심윤경입니다
아예
수고하십니다
그저 그 뭐냐 회원 등급 좀 확인할려 그러는데요
네
고객님
네
확인해 드리겠습니다
고객님 실례지만 등록된 고객님 성함과 생년월일 말씀 부탁 드리겠습니다
아 참 저기 뭐냐
네
아 네
제가 바꿔드릴께 엄마 아빠 거예요
여보세요
네
고객님 실례지만 성함과 이 사용자 직접 쓰시구요
이병주
예
생년월일이 어떻게 되십니까
네
아 *십*년 *월 *십* 1*5*년 *월 *십*일네
*월 *십 날 맞으세 *십 *이 *일 그 *삼 *삼* 영*시*요
이십이 공
이병다 직접 맞으세요
네
잠시만 기다려 주시겠습니까
죄송합니다
지금 이월 칠 조회가 안 되는데 혹시 여권 번호 확인 가능하신가요
네
여권번호 확인 가능하세요
조회가 안되이 병 주셨어요
네
네
여권
아니면 고객님 여권 번호 등록되어 있으신 휴대폰 번호로 조회 가능하세요
번호나 여권 만료일 내역까지는 뭐 오래 돼서 제가 네
여권이네
엠공칠 칠공
엠
공칠칠공일구 육육이십니까
1966
네
이 여권으로 조회가 안 되시는데요
아 그래요
혹시 고객님 저희 쪽에 가입하시 오년 이상 입
엠 오은 열을 오래 됐지 뭐시이 십년 될 것 같아요
에 이후
에 고객님 그러시면 저희 저희 고객 정보 오년까지밖에 보관이 안 되세요
아 네네
알았어요
네
네
감사합니다
좋은 하루 되십시오
아 그거는 안 써가지고
",회원등급/멤버스/카드발급,등급확인,5,501,2018-12-01 18:57,2018-12-01 18:59
1.81E+17," 디큐 면세점 최고은입니다
제가 브이아이피 적용은 날짜가 있는 것 같은데 언제까진지 확인 좀 할려구요
브이아이피 적용 날짜요
유효기간 확인하시는 거세요
네 네
네
실례지만 성함 말씀 부탁드립니다
*민*요
*민* 숫*세*
네
네
생년월일 말씀해 드립니다
*삼* 팔* 사네
잠시만 기다려 주*시*
네
기다려주셔서 감사합니다
어 죄송하지만 성함이 김민지 작 숫자님이시고 생년월일이 천구백칠십 삼년 팔월 십사일 맞습니까
삼이요
아 십삼 일이세요
네 네 네
아 네
죄송합니다
잠시만 기다려 주세요
네
기다려주셔서 감사합니다
본인 확인 위해서 핸드폰 번호 한번 말씀해 주시겠어요
**구 **
네
확인 감사합니다
현재 저희 엘 브이아이피 고객님으로 확인되시구요
우선 저희가 아직 리스트가 저희 쪽에 공지가 나와 있지를 않아서 그 이천십구 년도에도 엘 브이아이피이 신지는 안내는 조금 어려울 것 같구요
우선 엘브이아이피 경우에 오늘 올해 말까지 이용이 가능하시기 때문에 십이월 삼십일일까지는 이용은 가능하십니다
정확한 날짜 나아는 확인이 안되고요
정확한 날짜네
되면은 되는지 안 돼요
아 네 네
저희가 십이 월쯤에 그 한번 공지가 나올 예정이기는 한데요
저희도 아직까지는 정확하게 며칠 날짜로 이게 발표가 났는지 아직까지 저희 쪽에 공지가 없습니다
그럼 언제쯤 전화하면 알 수 있을까요
우선은 저희가 발표가 되고 이 부분엘 브이아이피 선정이 되시면은 고객님 회원 정보로 해서 문자가 발송이 되거든요
그래서 그 문자를 받으시거나 또는 저희 말경 주매 한번 문의를 주시면 되지 않을까
싶습니다
네
알겠습니다
감사합니다
좋은 하루 되십시오
네
",회원등급/멤버스/카드발급,유효기간 확인 및 연장,5,507,2018-12-01 19:00,2018-12-01 19:02
1.81E+17," 디큐 인터넷 면세점 최 이치이입니다
무엇을 도와드릴까요
네
그 여권 정보에 국적이 잘못되어 있는데요
네
아 그러셨어요
고객님 우선은 저희 정보 먼저 확인할 수 있게 사용하시는 아이디 혹은 등록된 여권 번호 말씀 부탁 드리겠습니다
네
아이디가 * 유*이와 *유 *이 *이 정진형
네
고객님
성함이 어떻게 되십니까
네
고객님 본인 맞으시죠
네
네
소중한 개인정보 확인 감사합니다
고객님 국적이 대한민국 국적으로 되어 있으신데 국적이 어디신가요
네
사이번이요
차이는 국적이세요
네
어 고객님 죄송합니다
만 이거 변경 원하시면은 저희 쪽으로 여권 사본을 보내주셔야 되세요
네
네
언제쯤 발송해 주실 수 있으신가요
사번어 그거 카톡으로 그러면 내일이요
내일이요
네
어 지금 보내드리면 바로 동일해요
어 근데 고객님 만약에 지금 발송은 일곱 시 전에까지 못 보내주실 거 같으시면요
발송을 해주시고 오늘자 열한 시까지 고객센터 오픈하거든요
네
네
가서 발송해 주시고 다시 한번 연락주시겠어요
지금 바로 뭐 선불 폰 번호 한번 해보고 있거든요
아 그러시면은 바로 한번 보내주시겠습 제가 메일 주소 그럼 제가 문자 쓰는 게 시간이 걸리니깐요
메일 주소만 간단하게 지금 말 말로 안내해 드릴까요
네
아니 문자로 발송해 드릴까요
어 공 팔오팔공
네
문자 번 핸드폰 번호가 어떻게 되세요
**일 **이 ** 사**육*
네
네
고객님 지금 메일 발송해 드렸거든요
네
국적이 팔번이라고 하셨죠
네
그거
국적이라고 나와 있는 곳이요
이 그거 뭐지 번호랑 이런 이런 건 복원 그냥 사진으로 보내드리는 건데
그거어 전화가 끊지 말고 좀 그렇죠
아 네
아 그래요
아 네
공삼
바로 제가 확인해 보고 고객님 출국일이 언제세요
뭐 내일이요
아 그러시면 빨리 승인 일단 해드려야 될 때 변경을 해드려야 되기 때문에 바로 발송을 해주시겠어요
네
인타이나 아니면 대만 국적 맞으신 거죠
네
고객님 메일 발송해 주실 때 제목에 고객님 성함다 같이 취소 말씀 부탁 드릴께요
그 번호가 공일공 번호로 그럼
아 발송해 주시 지금 바로 발송해 주셨어요
네
잠시만요
제가 확인하시는 게 아니 잠시만 기다려 주시겠습니까
네
원인으로 보이거든요
아니요
잠시만 주도주 요청하는 거세요
네
잠시만 기다려 주세요
고객님 국내 계시는 거 맞으시죠
네
고객님 건 메일 발송해 주셨다고 하셨으니까
는요 제가 메일 확인 요청 드렸거든요
확인하고 대만 국적으로 바꼈 변경을 해드리면 변경 완료됐다고 지금 아까 문자가 제가 보내드리 공일육 번호로 발송해 드리도록 할께요
그럼 문자 받으시고로 그 아웃했다가 재로그인 해주시면은 변경된 거 확인되실 것 같아요
네
네네네네
네
뭐 다른 문의 사항은 없으시구요
네
감사합니다
행복한 하루 보내세요
아
네
감사합니다
",회원등급/멤버스/카드발급,회원정보변경(주소/여권번호 등),5,508,2018-12-01 18:47,2018-12-01 18:51
1.81E+17," 디큐 면세점 이은정입니다
아예
수고하십니다
예
그 뭐라고 얘기해야 돼요
감사합니다
멤버십 등급 확인 좀 요청 드릴려 그러는데요
네
본인도 확인이시구요
고객님 디큐 면세점 가입해 주신 생년월일과 성함 말씀해주시겠습니까
예 예
아 이용*이*요
네
*일* *** *십* 일*요
이십구 일이 이용자님 되시구요
잠시만 기다려 주십시오
네
바꿔드릴게
예
고객님 본인 확인 위해* 등록된 휴대폰 번호 말씀*주*겠습니까
요
무슨 번호요
휴대폰 번호에요
공일공삼공구 팔일 육오 번이요
네
아예
확인 감사합니다
고객님 지금 골드 등급 확인되시는데요
잠시만요
고객님
전화를 바꿔드릴 텐데 한번만 말씀해 주세요
네
안녕하세요
안녕하세요
혹시 어느 쪽이신가요
네
저희 현대백화점 면세점 데스크이에요
어 이윤정 고객님 디큐 면세점 골드 등급 확인되시구요
죄송하지만 고객님 다시 한번 바꿔주시겠어요
아 네 네
아 네네
알겠습니다
네
여보세요
예
고객님 등급 확인해드렸구요
예
감사합니다
어 고객님 혹시 죄송한데요
주소지가 잘못되어 있는 거 같애서 반송 이력이 있거든요
고객님 주소지가 대치동 삼육 아파트 그대로신가요
아 제가 바꼈어요
예
이거 변경 처리 지금 해드릴까요
고객님
어모를 보내줘야 되겠지 아 그래요
지금 쿠폰은 네
그 앱을
그 인천공항 예전에 입장 뭐 하반기 쿠폰북 발송되는데 단종 됐어요
아 그래요
고객님
네
바꿔주세요
예
네
주소지 말씀해주시겠어요
어 엄마 거죠
아
고객님 지번 주소 편리하시면 지번 주소로 말씀해 주셔야 될 것 같애요
예 예
그래도 예
그저 삼성 **구 **동에 예
삼성 잠시만요
삼성 거요
예
삼성동
오십일 일
오십일번 길네
오십 일주일이세요
아 네
그냥 변기란이구요
오십이시 삼십칠
어 오십일길 삼십칠이시구요
네
예
여기가 빼면되 팰리스 일단 지시구요
네 네
알겠
네네네네
네
공 육공 오칠 공 오구요
백육동
공 오 다시 한번만 확인할께요
라고
서울 강남구 삼성동 오십 일주일 삼십칠 저희 대치동 내면 되지 블리스 일단지 백육 동천 육백 오고 이 주소지 변경 처리되셨구요
네 네 네
고객님 혹시 다른 사항은 없으시구요
예
예 예
없습니다
네
감사합니다
즐거운 하루 되십시오 예
네
맞아요
네
감사합니다
",회원등급/멤버스/카드발급,회원정보변경(주소/여권번호 등),5,508,2018-12-01 18:51,2018-12-01 18:54
1.81E+17," 디큐 인터넷 면세점 백 나윤입니다
무엇을 도와드릴까요
네
안녕하세요
네
그 제가 가입을 할 때 네
여권 정보를 기입을 했는데 그 국적 한에서 제가 한국을 뭐 한 못 찾았는데 기타로 국적을 했거든요
네
아 네
그러십니까
네
그러시면은 그 한국 국적으로 변경을 하신다는 거죠
네 네
네 네
여권에 국적이 한국으로 되어 있는 거는 맞으시죠
네
맞아요
아 네
본인 확인차 그 성함하고 생년월일 확인 좀 부탁드리겠습니다
아 노원*고*
네
*0*0* *** *오*생이요
네
네
소중한 정보 확인 감사드립니다
지금 국적이 대한민국으로 수정해 드렸습니다
재로그인 내용 확인해 보시면 되세요
아 네
감사합니다
네
감사합니다
",회원등급/멤버스/카드발급,회원정보변경(주소/여권번호 등),5,508,2018-12-01 14:42,2018-12-01 14:43
1.81E+16," 디큐 인터넷 면세점 치시이입니다
무엇을 도와드릴까요
네
제가 그 여권 변경 승인을 얻을 수 있는데 지금 주문건 좀 봐주시면 거든요
아 네
음
우선은 정보 확인할 수 있게 해서 사용하시는 아이디 말씀 부탁 드리겠습니다
야구요
네
성함이 어떻게 되십니까
뭐 점 구네
네
고객님 본인 맞으시죠
맞습니다
네
소중한 개인정보 확인 감사합니다
고객님 여권 그 저희 쪽으로 올려주시면 되시니 안 됐다는 말씀이시죠
예
네
잠시만 기다려 주시겠습니까
네
고객님 기다려주셔서 감사합니다
여권 승인 완료되었구요
네
로그 아웃했다가 재로그인 하시면은 변경된 거 확인되실 거에요
네
고맙습니다
네
감사합니다
행복한 하루 보내세요
만 지금 그러면은 이거 다시 아홉했다 그러면은 그 주문을 할 수 있는 거죠
네
이제 주문 가능하시고요
고객님 여권 번호가 바뀌신 거잖아요
예 예
네
지금 다 승인 완료 돼 가지고요
변경 처리되어 있어요
네 네
이거 제가 내일 한시 오십삼분인가 뭐 저기 저기 출국인데 내일 오후 두시경에
언제 출국하신다고요
네
오후 두시경이 어디 공항에서 출국하시나요
그 대한 항공 그저 인천이 터미널에서는데
아 인천공항에서 출국하세요
예
그 지금 주문해서 내일 찾아가 나갈 수 있나요
어 고객님 각 상품마다 주문 가능 시간이 다 달라요
우선 제주점이라고 기재되는 상품은 아예
예
주문이 불가능하시구요
예
음 나머지 전 지점에 대해서 오늘 오후 일곱시 삼십분까지만 주문해 주시면 되세요
예
네
알겠습니다
네
감사합니다
행복한 하루 보내세요
네
뭐지
",회원등급/멤버스/카드발급,회원정보변경(주소/여권번호 등),5,508,2018-12-01 16:04,2018-12-01 16:06
